title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees
Spark Dataframe operation should allow configurable conversion of properties to a Spark DataType,"In the handler for the `GetDataFrameOfElements` operation, it should be possible to configure how a Spark `DataType` is generated from a property (for example if the properties contain custom objects that Gaffer is not aware of then the user should be able to specify how a Spark `DataType` is generated from it).

The conversions that are automatically dealt with should be extended to include `FreqMap` and `HyperLogLogPlus`.
",2016-09-21 09:40:34+00:00,2016-11-22 09:06:11+00:00,2016-11-22 09:06:11+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:normal"")]",422,https://github.com/gchq/Gaffer/issues/422,"Milestone(title=""v0.4.7"", number=19)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
Indexing of properties in Accumulo store,"The `AccumuloStore` should offer the option to index properties. It seems difficult to index the properties that are constantly changing as they are being aggregated, but it should be possible to index the properties used in the `groupBy` values. If for example one of the group by properties was colour, then this would make it possible to ask questions such as ""find all the red edges"". This will require the creation of a separate table from the main graph table.

For some of the group by properties there may be a relatively large number of elements that match, so a sharded index may be best. Using a document-partitioned index will allow questions such as ""find all the edges that are red and have property X"".

Issues that will need consideration:
- How will age-off work in this index table (options include having one index table per time bucket, which would allow more efficient queries such as find all red elements on this day, or using the same criteria as used for age-off in the main graph table)?
- How will bulk import work (probably multiple MapReduce jobs will be needed, one for the main graph and one for each index)?
",2016-09-21 09:37:48+00:00,2018-01-04 15:35:29+00:00,,open,"[Label(name=""enhancement""), Label(name=""needs-elaboration""), Label(name=""p:low""), Label(name=""vote-required"")]",421,https://github.com/gchq/Gaffer/issues/421,"Milestone(title=""Backlog"", number=12)",False,,[]
AbstractCoreKeyAccumuloElementConverter has unnecessary call to System.currentTimeMillis(),"There are two places in `AbstractCoreKeyAccumuloElementConverter` where there is a call to `System.currentTimeMillis()` which is ignored if a timestamp has been provided. As this is called for every `Element` that is inserted, that's a lot of potentially expensive overhead. The `buildTimestamp` method should call `System.currentTimeMillis()` only if it needs to because no timestamp has been provided.

Two other issues with this class could be fixed at the same time (separate issues can be raised if necessary): there is a reference to `new byte[0]` but elsewhere in the class `AccumuloStoreConstants.EMPTY_BYTES` is used instead; in `getKeyFromEntity` there is a comment that ""Row key is formed from identifier and group"" - this is not true - it should say ""Row key is formed from vertex"".
",2016-09-21 09:34:10+00:00,2016-09-26 10:32:58+00:00,2016-09-26 10:32:53+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",420,https://github.com/gchq/Gaffer/issues/420,"Milestone(title=""v0.4.3"", number=15)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]"
GetAllElements builder offers invalid method,"The `Builder` for `GetAllElements` offers an `addSeed` method but this is not valid for this operation. As the only reason for the existence of the builder is to make it easy to create a valid instance of the operation, it should not offer this method.

Also:
-  `GetAllElements` is a `GetElements<ElementSeed>` - shouldn't it be a `GetElements<Void>`?
- The `setIncludeIncomingOutGoing` method currently says that it is only possible to set this to outgoing edges only. This doesn't make sense - there is no concept of outgoing for `GetAllElements`. It would be better if this method threw an `IllegalArgumentException` (even if under the hood it uses that option to avoid returning the same edge twice).
",2016-09-21 09:32:29+00:00,2017-05-08 13:30:25+00:00,2017-03-27 11:59:53+00:00,closed,"[Label(name=""bug""), Label(name=""migration-required""), Label(name=""p:high"")]",419,https://github.com/gchq/Gaffer/issues/419,"Milestone(title=""v0.7.0"", number=30)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Spark operation handlers for Accumulo store don't implement all options,"The following options on `GetRDDOfElements`, `GetRDDOfAllElements`, `GetJavaRDDOfElements` and `GetDataFrameOfElements` are either not implemented or cause exceptions or don't make sense: `deduplicate`, `limitResults`, `populateProperties`. For the latter operation, `addSeed` is offered but doesn't make sense.

Both the `deduplicate` and `limitResults` options on get operations assume that the result is a `CloseableIterable` - this is not true in the general case. Some operations will either not offer these options, or will implement them in their own way.

These issues have become more visible due to the recent changes to the builders which cause all methods to be exposed, but the issues were there before that.

Marking this as a bug because if the options are offered they should work.
",2016-09-21 09:30:18+00:00,2016-11-23 10:57:40+00:00,2016-11-21 17:41:50+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",418,https://github.com/gchq/Gaffer/issues/418,"Milestone(title=""v0.4.7"", number=19)",False,,[]
Create quick-compile maven profile,"As we don't yet have artefacts pushed up to maven central, users need to compile Gaffer before they can use it. To speed up this process we could create a maven profile that skips tests, checkstyle and findbugs.
",2016-09-20 07:44:41+00:00,2016-09-22 15:01:52+00:00,2016-09-22 15:01:52+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",417,https://github.com/gchq/Gaffer/issues/417,"Milestone(title=""v0.4.3"", number=15)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-398 prototype ui,,2016-09-19 15:46:00+00:00,2016-09-22 16:08:25+00:00,2016-09-22 16:08:24+00:00,closed,[],416,https://github.com/gchq/Gaffer/pull/416,,False,,[]
Update develop,,2016-09-19 14:02:10+00:00,2016-09-19 14:25:10+00:00,2016-09-19 14:25:10+00:00,closed,[],415,https://github.com/gchq/Gaffer/pull/415,,False,,[]
Create Operation Chain Limiter Graph Hook,"There should be a graph hook that limits the number of operations that can be run in a single query by a user, similar to the current operationAuthorisation graph hook.

Operations should be configured with a score, and the hook reject operations chains that go over configurable score limits for certain opAuths attached to a User Object.
",2016-09-19 13:24:53+00:00,2016-09-26 13:22:51+00:00,2016-09-26 13:22:51+00:00,closed,[],414,https://github.com/gchq/Gaffer/issues/414,"Milestone(title=""v0.4.3"", number=15)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]"
Release 0.4.2,,2016-09-19 13:16:22+00:00,2016-09-19 13:59:09+00:00,2016-09-19 13:59:09+00:00,closed,[],413,https://github.com/gchq/Gaffer/pull/413,,False,,[]
Develop,,2016-09-19 13:13:28+00:00,2016-09-19 13:14:16+00:00,2016-09-19 13:14:16+00:00,closed,[],412,https://github.com/gchq/Gaffer/pull/412,,False,,[]
Create precompiled Gaffer demo,"This should use an in memory accumulo store.

The download should contain all the files required to start up a Gaffer rest api and ui.
",2016-09-15 11:57:28+00:00,2016-10-11 16:17:52+00:00,2016-10-11 16:17:42+00:00,closed,"[Label(name=""invalid"")]",411,https://github.com/gchq/Gaffer/issues/411,,False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570""), NamedUser(login=""m316257"")]"
gh-409 - switched swagger dependency to io.swagger,,2016-09-15 11:41:26+00:00,2016-09-19 12:46:39+00:00,2016-09-19 12:46:39+00:00,closed,[],410,https://github.com/gchq/Gaffer/pull/410,,False,,[]
Example rest api sometimes fails to deploy,"It looks like there are conflicts between the automatic resource scanning and the use of the ApplicationConfig class. 

The rest easy docs state: 'If you have [Application] set, you should probably turn off automatic scanning as this will probably result in duplicate classes being registered"".
",2016-09-15 08:30:42+00:00,2016-09-19 13:04:04+00:00,2016-09-19 13:04:04+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",409,https://github.com/gchq/Gaffer/issues/409,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Enhance operation to create Spark Dataframe to allow multiple groups,"The current `GetDataFrameOfElements` operation can only deal with one group. This is because the Dataframe needs to have a known schema. However, it should be possible to extend this to deal with multiple groups: if two groups have the same property then the associated column can just have the property name; if a property P is only present in group G then the column name can be G_P to tell the user which group it came from. If there are multiple groups then a group column should be added.
",2016-09-14 11:56:44+00:00,2016-10-20 08:22:18+00:00,2016-10-20 08:22:15+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",408,https://github.com/gchq/Gaffer/issues/408,"Milestone(title=""v0.4.6"", number=18)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
Spark documentation,"Document the recently added functionality to extract data from an Accumulo store into a Spark RDD or DataFrame.
",2016-09-14 11:51:51+00:00,2017-01-04 11:32:27+00:00,2017-01-04 11:32:26+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",407,https://github.com/gchq/Gaffer/issues/407,"Milestone(title=""v0.5.0"", number=21)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
Review Accumulo iterator stack,"We should review the current set of iterators in the Accumulo store, with the aim of:
- Ensuring that the current stack of iterators is properly documented somewhere.
- Reviewing whether any of the iterators needlessly deserialise key-values to elements and reserialise them back again (e.g. if a filter always returns true, there's no point in deserialising and reserialising).
- Look for opportunities to rationalise or merge iterators, e.g. could all current pre-aggregation iterators be done in one iterator to avoid multiple deserialisation and reserialisation?
- Review whether we should be lazily deserialising key-values to elements so that parts are only deserialised as necessary to run a filter or transform.
",2016-09-14 11:50:17+00:00,2017-07-13 19:41:10+00:00,2017-07-04 09:27:08+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:normal"")]",406,https://github.com/gchq/Gaffer/issues/406,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-364 Added json type annotation to IsEquals function,,2016-09-14 11:38:36+00:00,2016-09-14 15:11:22+00:00,2016-09-14 15:11:22+00:00,closed,"[Label(name=""in-review"")]",405,https://github.com/gchq/Gaffer/pull/405,,False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-397 - tidied up web.xml for example rest api,"This sometimes caused conflicts when using the embedded jetty server. Due to this the python example sometimes didn't work.
",2016-09-14 07:04:49+00:00,2016-09-14 07:41:53+00:00,2016-09-14 07:41:53+00:00,closed,[],404,https://github.com/gchq/Gaffer/pull/404,,False,,[]
Gh 401 op builders inheritance,"This creates an inheritance hierarchy between Builders

Each Builder will have an abstract BaseBuilder (which child classes can inherit from) and a final class Builder, which allows creation of the specific builder.
",2016-09-13 13:51:47+00:00,2016-09-14 14:37:15+00:00,2016-09-14 14:37:15+00:00,closed,[],403,https://github.com/gchq/Gaffer/pull/403,,False,,[]
gh-344 Create TypeValue and TypeSubType objects and serialisers.,,2016-09-13 12:28:33+00:00,2016-09-14 14:17:47+00:00,2016-09-14 14:17:47+00:00,closed,[],402,https://github.com/gchq/Gaffer/pull/402,,False,,[]
Use inheritance in operation builders to prevent restating common parameters,,2016-09-13 08:02:27+00:00,2016-09-14 14:37:32+00:00,2016-09-14 14:37:32+00:00,closed,[],401,https://github.com/gchq/Gaffer/issues/401,"Milestone(title=""v0.4.2"", number=14)",False,,[]
Gh 397 fix python shell,,2016-09-12 14:02:09+00:00,2016-09-13 13:52:13+00:00,2016-09-13 13:52:13+00:00,closed,[],400,https://github.com/gchq/Gaffer/pull/400,,False,,[]
gh-396 Move CloseableIterable parameter on GetOperation to GetElements,,2016-09-12 12:00:33+00:00,2016-09-13 07:26:10+00:00,2016-09-13 07:26:10+00:00,closed,[],399,https://github.com/gchq/Gaffer/pull/399,,False,,[]
Create simple UI that connects to a Gaffer REST API,,2016-09-12 10:34:00+00:00,2016-09-22 16:08:36+00:00,2016-09-22 16:08:36+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",398,https://github.com/gchq/Gaffer/issues/398,"Milestone(title=""v0.4.3"", number=15)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Python shell is broken due to the removal of the summarise flag in 0.4.1.,,2016-09-12 07:51:57+00:00,2016-09-13 13:54:22+00:00,2016-09-13 13:54:22+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",397,https://github.com/gchq/Gaffer/issues/397,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
GetOperation shouldn't return an iterable,"The `GetOperation<SEED_TYPE, RETURN_TYPE>` interface extends `Operation<Iterable<SEED_TYPE>, Iterable<RETURN_TYPE>>`. A get operation might not return an iterable of results. In the case of getting a Spark RDD of results, it returns a single RDD, not an iterable. A get operation could also return its results as a single `Graph` object.

The `GetOperation` interface should be changed so that it extends `Operation<Iterable<SEED_TYPE>, RETURN_TYPE>`.
",2016-09-09 15:47:54+00:00,2016-09-13 12:29:16+00:00,2016-09-13 12:29:15+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",396,https://github.com/gchq/Gaffer/issues/396,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]"
Gh 393 graphql api,"This implements a conversion from Gaffer to GraphQL, not REST accessible yet, but proves the concept
",2016-09-09 10:09:45+00:00,2016-09-14 13:51:27+00:00,2016-09-14 13:51:27+00:00,closed,[],395,https://github.com/gchq/Gaffer/pull/395,,False,,[]
Gh 16 add post filter,,2016-09-07 13:42:09+00:00,2016-09-14 13:48:34+00:00,2016-09-14 13:48:34+00:00,closed,[],394,https://github.com/gchq/Gaffer/pull/394,,False,,[]
Investigate GraphQL interface based on Gaffer Schema,"It may be possible to generate a GraphQL schema using graphql-java based on the Gaffer Schema.

This would give us a much simpler remote interface option for developers, although it is unlikely to have the same functionality as the full Gaffer REST API. I think it should be possible to at least traverse from vertexes to Entities/Edges and read properties.
",2016-09-06 15:28:23+00:00,2016-10-06 11:14:07+00:00,2016-10-06 11:13:57+00:00,closed,[],393,https://github.com/gchq/Gaffer/issues/393,,False,,[]
Update version to 0.4.2-SNAPSHOT,,2016-09-05 07:44:25+00:00,2016-09-05 08:53:13+00:00,2016-09-05 08:53:13+00:00,closed,[],392,https://github.com/gchq/Gaffer/pull/392,,False,,[]
Release 0.4.1,,2016-09-05 07:17:50+00:00,2016-09-05 07:31:12+00:00,2016-09-05 07:31:12+00:00,closed,[],391,https://github.com/gchq/Gaffer/pull/391,,False,,[]
Error in compiling Gaffer 0.4.0,"When we try to compile Gaffer 0.4.0 with Maven we get the errors in the attached file:

[maven errors.txt](https://github.com/GovernmentCommunicationsHeadquarters/Gaffer/files/454054/maven.errors.txt)
",2016-09-04 18:31:34+00:00,2016-09-22 15:34:32+00:00,2016-09-22 15:34:28+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",390,https://github.com/gchq/Gaffer/issues/390,"Milestone(title=""v0.4.3"", number=15)",False,,[]
Serialisation of FreqMap,"The serialisation of `FreqMap` currently works by converting the key-value pairs to strings and then joining them together with a delimiter. It should be possible to do this more efficiently, without the overhead of converting the integers to and from strings. If `FreqMapSerialiser` is changed, this would be a breaking change. Alternatively, a new separate serialiser could be written.
",2016-09-02 12:51:40+00:00,2016-10-11 12:31:27+00:00,2016-10-11 12:31:27+00:00,closed,[],389,https://github.com/gchq/Gaffer/issues/389,"Milestone(title=""v0.4.4"", number=16)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]"
FreqMap for longs,"The `FreqMap` class currently maps strings to integers. It would be useful to be able to store longs in a frequency map. Serialising a long does not take any more space than serialising an int when the long is smaller than `Integer.MAX_VALUE`, so `FreqMap` could be changed to only deal with longs without any extra serialisation cost. Alternatively, a `LongFreqMap` class could be written. So the options are:
- Create a new `LongFreqMap` class.
- Change `FreqMap` so that it is a map from String to long.

As there is no serialisation overhead in using a long, I suggest option 2, but opinions are welcome.

This relates to #389.
",2016-09-02 12:50:52+00:00,2016-10-11 12:28:50+00:00,2016-10-11 12:28:50+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:normal"")]",388,https://github.com/gchq/Gaffer/issues/388,"Milestone(title=""v0.4.4"", number=16)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Develop,"Merge Develop into gh-16
",2016-08-30 11:11:47+00:00,2016-08-30 11:12:03+00:00,2016-08-30 11:12:03+00:00,closed,[],387,https://github.com/gchq/Gaffer/pull/387,,False,,[]
gh-294 Setting locality groups on table creation/schema update,"The default will be each schema group as its own locality group, this can be changed by users in the accumulo shell if needed.
",2016-08-25 16:20:39+00:00,2016-09-09 11:41:32+00:00,2016-09-09 11:41:32+00:00,closed,[],386,https://github.com/gchq/Gaffer/pull/386,,False,,[]
Gh 255 create comparable min aggregator,,2016-08-25 14:13:12+00:00,2016-08-31 21:55:46+00:00,2016-08-31 21:55:46+00:00,closed,"[Label(name=""in-review"")]",385,https://github.com/gchq/Gaffer/pull/385,,False,,[]
Gh 235 switch to using closable iterables,,2016-08-24 12:46:36+00:00,2016-09-08 10:44:32+00:00,2016-09-08 10:44:32+00:00,closed,[],384,https://github.com/gchq/Gaffer/pull/384,,False,,[]
gh-368 Stopped Schema being deserialised twice.,"Refactored Simple-Operations-library and Accumulostore hdfs operations package structures to be clearer
",2016-08-23 12:59:52+00:00,2016-08-24 07:15:40+00:00,2016-08-24 07:15:40+00:00,closed,[],383,https://github.com/gchq/Gaffer/pull/383,,False,,[]
Gh 306 spark operations,,2016-08-23 10:28:22+00:00,2016-09-13 08:44:40+00:00,2016-09-13 08:44:40+00:00,closed,[],382,https://github.com/gchq/Gaffer/pull/382,,False,,[]
Gh 374 getting started,,2016-08-22 16:26:19+00:00,2016-08-23 10:04:40+00:00,2016-08-23 10:04:40+00:00,closed,[],381,https://github.com/gchq/Gaffer/pull/381,,False,,[]
Gh 160 accumulo op examples,,2016-08-22 16:25:59+00:00,2016-09-12 13:48:36+00:00,2016-09-12 13:48:36+00:00,closed,[],380,https://github.com/gchq/Gaffer/pull/380,,False,,[]
gh-57 - added result limit to get operations,,2016-08-22 16:13:08+00:00,2016-09-13 09:01:15+00:00,2016-09-13 09:01:15+00:00,closed,[],379,https://github.com/gchq/Gaffer/pull/379,,False,,[]
gh-377 Fixed bug with reading split file,,2016-08-19 08:35:15+00:00,2016-08-19 13:56:20+00:00,2016-08-19 13:56:20+00:00,closed,[],378,https://github.com/gchq/Gaffer/pull/378,,False,,[]
SplitTableTool ignores first split in file and only reads half the splits,"The following reads the first line then reads the next and adds it to the set:

```
String line = br.readLine();
while (line != null) {
     splits.add(new Text(br.readLine()));
     line = br.readLine();
}
```
",2016-08-19 08:19:26+00:00,2016-09-19 14:42:05+00:00,2016-08-19 13:58:05+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",377,https://github.com/gchq/Gaffer/issues/377,"Milestone(title=""v0.4.1"", number=13)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
gh-375 - removed invalid serialisers from example rest api,,2016-08-18 13:09:49+00:00,2016-08-19 08:19:55+00:00,2016-08-19 08:19:55+00:00,closed,[],376,https://github.com/gchq/Gaffer/pull/376,,False,,[]
Example rest api has invalid schema,"It refers to the old string serialiser package name.
",2016-08-18 13:00:41+00:00,2016-08-19 08:20:17+00:00,2016-08-19 08:20:17+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",375,https://github.com/gchq/Gaffer/issues/375,"Milestone(title=""v0.4.1"", number=13)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Update getting started guide,"The getting started guide is out of date and needs updating to be applicable to the latest version of Gaffer.
",2016-08-18 09:23:36+00:00,2016-08-23 10:09:14+00:00,2016-08-23 10:09:14+00:00,closed,"[Label(name=""p:high"")]",374,https://github.com/gchq/Gaffer/issues/374,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Gh 361 number of reducers for bulk import,,2016-08-17 16:05:59+00:00,2016-08-22 10:55:53+00:00,2016-08-22 10:55:53+00:00,closed,[],373,https://github.com/gchq/Gaffer/pull/373,,False,,[]
gh-259 - fixed broken javadoc link,,2016-08-16 16:38:59+00:00,2016-08-17 10:16:12+00:00,2016-08-17 10:16:12+00:00,closed,[],372,https://github.com/gchq/Gaffer/pull/372,,False,,[]
gh-358 - add from hdfs now uses the partitioner by default,,2016-08-16 16:08:28+00:00,2016-08-16 16:38:19+00:00,2016-08-16 16:38:19+00:00,closed,[],371,https://github.com/gchq/Gaffer/pull/371,,False,,[]
Remove use of gafferStoreUtils table,"The gafferStoreUtils table is no longer being used. 
All references to it in the code base should be removed.
",2016-08-16 15:34:46+00:00,2016-11-10 16:53:05+00:00,2016-10-19 09:03:46+00:00,closed,"[Label(name=""p:normal""), Label(name=""tech-def"")]",370,https://github.com/gchq/Gaffer/issues/370,"Milestone(title=""v0.4.6"", number=18)",False,"NamedUser(login=""t616178"")","[NamedUser(login=""t616178"")]"
Gh 276 - groupBy field in view to override schema groupBy,,2016-08-16 13:20:43+00:00,2016-08-22 16:09:06+00:00,2016-08-22 16:09:06+00:00,closed,[],369,https://github.com/gchq/Gaffer/pull/369,,False,,[]
The schema is deserialised multiple times when adding elements from HDFS ,"It is deserialised in AbstractAddElementsFromHdfsMapper.setup and AddElementsFromHdfsMapper.setup.

It is also deserialised in SampleDataForSplitPointsMapper.setup. 
",2016-08-16 13:15:11+00:00,2016-08-24 07:15:57+00:00,2016-08-24 07:15:57+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",368,https://github.com/gchq/Gaffer/issues/368,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]"
Added combiner for bulk import to Accumulo,,2016-08-16 09:32:01+00:00,2016-08-16 13:04:41+00:00,2016-08-16 13:04:41+00:00,closed,[],367,https://github.com/gchq/Gaffer/pull/367,,False,,[]
Bulk import does not specify a Combiner,"The bulk import to Accumulo code does not specify a Combiner. This causes skew in the reducers - a small number of reducers take a long time to run, slowing down the ingest process.
",2016-08-16 08:32:05+00:00,2016-08-16 13:04:56+00:00,2016-08-16 13:04:56+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",366,https://github.com/gchq/Gaffer/issues/366,"Milestone(title=""v0.4.1"", number=13)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
Gh 254 alternate date serialiser,,2016-08-15 12:14:47+00:00,2016-08-15 13:20:10+00:00,2016-08-15 13:20:10+00:00,closed,[],365,https://github.com/gchq/Gaffer/pull/365,,False,,[]
IsEqual function does not work with Longs via json,"Currently if the IsEqual function is used via Json, it won't work if the control value is a Long or any non primitive type.

The getControlValue method is missing the annotation:

``` java
@JsonTypeInfo(use = JsonTypeInfo.Id.CLASS, include = JsonTypeInfo.As.WRAPPER_OBJECT)
```

Also worth checking other functions for the same bug.
",2016-08-15 12:04:54+00:00,2016-09-14 15:11:37+00:00,2016-09-14 15:11:37+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",364,https://github.com/gchq/Gaffer/issues/364,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""a09631"")","[NamedUser(login=""a09631"")]"
Added upsert operation and unit tests,,2016-08-10 15:56:16+00:00,2016-08-17 13:18:36+00:00,2016-08-17 13:18:36+00:00,closed,[],363,https://github.com/gchq/Gaffer/pull/363,,False,,[]
Add upsert method to FreqMap,"It would be useful if FreqMap had an upsert operation: 
- if a key exists it is incremented (by 1 or the specified value)
- if it doesn't exist it should be initialised to 1
",2016-08-10 09:03:00+00:00,2016-08-17 13:18:58+00:00,2016-08-17 13:18:58+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:normal"")]",362,https://github.com/gchq/Gaffer/issues/362,"Milestone(title=""v0.4.1"", number=13)",False,,[]
Number of reducers for bulk import,"When bulk importing to Accumulo, the number of reducers is set based on the number of split points. This can cause problems in two situations:
- If there are a large number of split points, but a small amount of data is being ingested, then a large number of reducers are used and this can slow the job down. The method `connector.tableOperations.getSplits(<table name>,<max splits>)` provides optimal splits up to a maximum number.
- If there is a large amount of data to be imported, but the table is new and only has a small number of split points then there will be a small number of reducers and the job will take a long time to run.

Two options to the `AddElementsFromHdfs` operation should be added: the first allows a maximum number of reducers to be specified. The second causes more reducers than the number of splits to be used - there is a method on  `RangePartitioner` called `setNumSubBins` to help with this.
",2016-08-10 08:54:04+00:00,2016-08-22 10:56:26+00:00,2016-08-22 10:56:07+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",361,https://github.com/gchq/Gaffer/issues/361,"Milestone(title=""v0.4.1"", number=13)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
Specifying split file in Accumulo bulk import,"The split file for bulk imports to Accumulo is currently specified in two places: in the store properties (option `accumulo.splits.file.path`) and as an option on the `AddElementsFromHdfs` operation (`accumulostore.operation.hdfs.user_provided_splits_file`). The first case is used when the operation will create the splits file from the split points that are currently on the table; the latter is used when the user provides the split file (as should happen when the user samples the data to find sensible split points prior to the first import to the table).
- It is confusing that the splits file is specified in two different places depending on a subtle difference in use.
- The splits file does not belong in the store properties - it is a property of a particular bulk import operation, not the store. There might be multiple bulk import operations happening at the same time and in this case if the same store properties file was used then the files would clash. When this happens an IOException with the message ""Resource hdfs://server/splits_file changed on src filesystem (expected ____ was ____)"".

Suggest:
- The splits file should be removed from the store properties, and should always be specified by the option on the operation.
- There should be an option on the operation to say whether the splits are to be found from the table and written to the splits file, or to be taken from the user provided splits file.
",2016-08-10 08:22:31+00:00,2016-11-30 08:28:13+00:00,2016-11-28 22:02:20+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:normal"")]",360,https://github.com/gchq/Gaffer/issues/360,"Milestone(title=""v0.4.7"", number=19)",False,"NamedUser(login=""t616178"")","[NamedUser(login=""t616178"")]"
Failing tests when building on OpenJDK 1.7.0.111-2.6.7.2.el7_2,"Running in a CentOS 7 VM, Gaffer fails to build when using OpenJDK 1.7.0.111-2.6.7.2.el7_2, however the problem does not present when building against a 1.8.0 version of OpenJDK.

The tests failing when building on a 1.7.0 release should be updated to ensure they pass using both JDK versions. 
",2016-08-10 07:58:15+00:00,2016-12-08 15:13:58+00:00,2016-12-08 11:31:14+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",359,https://github.com/gchq/Gaffer/issues/359,"Milestone(title=""v0.5.0"", number=21)",False,"NamedUser(login=""a09631"")","[NamedUser(login=""a09631"")]"
Use Accumulo partitioner option in bulk import,"When bulk importing to Accumulo using the `AddElementsFromHdfs` option, it is necessary to explicitly tell it to use the Accumulo partitioner. This should be the default option, as it is the correct option in almost all cases and it is easy to forget to do it.
",2016-08-08 13:59:46+00:00,2016-08-16 16:38:36+00:00,2016-08-16 16:38:36+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",358,https://github.com/gchq/Gaffer/issues/358,"Milestone(title=""v0.4.1"", number=13)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-260 - removed positions from schema and added groupBy field,,2016-08-03 14:22:13+00:00,2016-08-15 07:55:08+00:00,2016-08-15 07:55:08+00:00,closed,[],357,https://github.com/gchq/Gaffer/pull/357,,False,,[]
Gh 234 add from hdfs folders,,2016-08-03 07:58:42+00:00,2016-08-03 08:47:07+00:00,2016-08-03 08:47:07+00:00,closed,[],356,https://github.com/gchq/Gaffer/pull/356,,False,,[]
Update develop with master containing release-0.4.0 bug fixes,,2016-08-02 12:44:29+00:00,2016-08-03 07:24:10+00:00,2016-08-03 07:24:10+00:00,closed,[],355,https://github.com/gchq/Gaffer/pull/355,,False,,[]
Release 0.4.0,,2016-08-02 11:56:59+00:00,2016-08-02 12:33:10+00:00,2016-08-02 12:33:10+00:00,closed,[],354,https://github.com/gchq/Gaffer/pull/354,,False,,[]
Gh 268 default serialisers,,2016-08-02 08:40:17+00:00,2016-08-16 09:46:50+00:00,2016-08-16 09:46:50+00:00,closed,[],353,https://github.com/gchq/Gaffer/pull/353,,False,,[]
gh-351 - updated dependency versions in NOTICES file.,"Also changed poms to use version properties
",2016-08-01 08:33:41+00:00,2016-08-01 09:06:22+00:00,2016-08-01 09:06:22+00:00,closed,[],352,https://github.com/gchq/Gaffer/pull/352,,False,,[]
